Human Timestamp,Unix Time,Microseconds,System Failure,Accelerometer Failure,Gyroscope Failure,Magnetometer Failure,Pressure Failure,GNSS Failure,Accelerometer Overrange,Gyroscope Overrange,Magnetometer Overrange,Pressure Overrange,Minimum Temperature,Maximum Temperature,Low Voltage,High Voltage,GNSS Antenna Disconnected,Data Overflow,Orientation Ready,Navigation Ready,Heading Ready,Time Ready,GNSS Fix Type,Event 1 Flag,Event 2 Flag,Internal GNSS Enabled,Magnetic Heading Enabled,Velocity Heading Enabled,Atmospheric Altitude Enabled,External Position Active,External Velocity Active,External Heading Active
Sat Apr 10 16:57:33 CST 2021,1618045053,809000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:34 CST 2021,1618045054,812000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:35 CST 2021,1618045055,870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:36 CST 2021,1618045056,872000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:37 CST 2021,1618045057,897000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:38 CST 2021,1618045058,906000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:39 CST 2021,1618045059,916000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:40 CST 2021,1618045060,966000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:41 CST 2021,1618045061,986000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:43 CST 2021,1618045063,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:44 CST 2021,1618045064,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:45 CST 2021,1618045065,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:46 CST 2021,1618045066,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:47 CST 2021,1618045067,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:48 CST 2021,1618045068,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:49 CST 2021,1618045069,123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:50 CST 2021,1618045070,147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:51 CST 2021,1618045071,171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:52 CST 2021,1618045072,204000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:53 CST 2021,1618045073,215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:54 CST 2021,1618045074,222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:55 CST 2021,1618045075,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:56 CST 2021,1618045076,283000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:57 CST 2021,1618045077,293000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:58 CST 2021,1618045078,307000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:57:59 CST 2021,1618045079,334000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:00 CST 2021,1618045080,357000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:01 CST 2021,1618045081,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:02 CST 2021,1618045082,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:03 CST 2021,1618045083,405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:04 CST 2021,1618045084,433000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:05 CST 2021,1618045085,456000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:06 CST 2021,1618045086,487000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:07 CST 2021,1618045087,487000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:08 CST 2021,1618045088,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:09 CST 2021,1618045089,552000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:10 CST 2021,1618045090,581000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:11 CST 2021,1618045091,584000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:12 CST 2021,1618045092,606000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:13 CST 2021,1618045093,634000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:14 CST 2021,1618045094,654000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:15 CST 2021,1618045095,680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:16 CST 2021,1618045096,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:17 CST 2021,1618045097,713000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:18 CST 2021,1618045098,731000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:19 CST 2021,1618045099,788000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:20 CST 2021,1618045100,795000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:21 CST 2021,1618045101,819000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:22 CST 2021,1618045102,825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:23 CST 2021,1618045103,854000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:24 CST 2021,1618045104,884000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:25 CST 2021,1618045105,913000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:26 CST 2021,1618045106,914000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:27 CST 2021,1618045107,954000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:28 CST 2021,1618045108,985000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:29 CST 2021,1618045109,992000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:31 CST 2021,1618045111,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:32 CST 2021,1618045112,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:33 CST 2021,1618045113,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:34 CST 2021,1618045114,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:35 CST 2021,1618045115,94000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:36 CST 2021,1618045116,117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:37 CST 2021,1618045117,123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:38 CST 2021,1618045118,152000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:39 CST 2021,1618045119,173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:40 CST 2021,1618045120,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:41 CST 2021,1618045121,236000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:42 CST 2021,1618045122,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:43 CST 2021,1618045123,289000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:44 CST 2021,1618045124,296000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:45 CST 2021,1618045125,315000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:46 CST 2021,1618045126,333000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:47 CST 2021,1618045127,364000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:48 CST 2021,1618045128,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:49 CST 2021,1618045129,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:50 CST 2021,1618045130,426000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:51 CST 2021,1618045131,442000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:52 CST 2021,1618045132,481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:53 CST 2021,1618045133,520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:54 CST 2021,1618045134,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:55 CST 2021,1618045135,526000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:56 CST 2021,1618045136,551000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:57 CST 2021,1618045137,569000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:58 CST 2021,1618045138,599000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:58:59 CST 2021,1618045139,629000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:00 CST 2021,1618045140,630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:01 CST 2021,1618045141,671000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:02 CST 2021,1618045142,699000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:03 CST 2021,1618045143,725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:04 CST 2021,1618045144,724000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:05 CST 2021,1618045145,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:06 CST 2021,1618045146,750091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:07 CST 2021,1618045147,789000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:08 CST 2021,1618045148,799000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:09 CST 2021,1618045149,824000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:10 CST 2021,1618045150,860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:11 CST 2021,1618045151,885000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:12 CST 2021,1618045152,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:13 CST 2021,1618045153,926000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:14 CST 2021,1618045154,956000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:15 CST 2021,1618045155,967000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:16 CST 2021,1618045156,996000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:18 CST 2021,1618045158,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:19 CST 2021,1618045159,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:20 CST 2021,1618045160,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:21 CST 2021,1618045161,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:22 CST 2021,1618045162,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:23 CST 2021,1618045163,122000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:24 CST 2021,1618045164,152000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:25 CST 2021,1618045165,171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:26 CST 2021,1618045166,202000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:27 CST 2021,1618045167,226000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:28 CST 2021,1618045168,256000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:29 CST 2021,1618045169,276000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:30 CST 2021,1618045170,296000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:31 CST 2021,1618045171,297000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:32 CST 2021,1618045172,325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:33 CST 2021,1618045173,352000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
Sat Apr 10 16:59:34 CST 2021,1618045174,362000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,1,0,0,0
